,root,word,ipa_root,ipa_word,diff,reg,IsInParent,verb class
1267,relinquish,relinquished,rɪlɪŋkwɪʃ,rɪlɪŋkwɪʃt,-t,Reg,No,-t
1268,stress,stressed,strɛs,strɛst,-t,Reg,No,-t
1269,exhilarate,exhilarated,ɪgzɪləreɪt,ɪgzɪləreɪtɪd,-ɪd,Reg,No,-ɪd
1270,remember,remembered,rɪmɛmbər,rɪmɛmbərd,-d,Reg,Yes,-d
1271,correlate,correlated,kɔrəleɪt,kɔrəleɪtɪd,-ɪd,Reg,No,-ɪd
1272,wiggle,wiggled,wɪgəl,wɪgəld,-d,Reg,No,-d
1273,amuse,amused,əmjuz,əmjuzd,-d,Reg,No,-d
1274,purify,purified,pjʊrəfaɪ,pjʊrəfaɪd,-d,Reg,No,-d
1275,marshal,marshalled,mɑrʃəl,mɑrʃəld,-d,Reg,No,-d
1276,inform,informed,ɪnfɔrm,ɪnfɔrmd,-d,Reg,No,-d
1277,switch,switched,swɪʧ,swɪʧt,-t,Reg,Yes,-t
1278,jail,jailed,ʤeɪl,ʤeɪld,-d,Reg,No,-d
1279,deposit,deposited,dɪpɑzət,dɪpɑzətɪd,-ɪd,Reg,No,-ɪd
1280,deceive,deceived,dɪsiv,dɪsivd,-d,Reg,No,-d
1281,unleash,unleashed,ənliʃ,ənliʃt,-t,Reg,No,-t
1282,offend,offended,əfɛnd,əfɛndɪd,-ɪd,Reg,No,-ɪd
1283,crumple,crumpled,krəmpəl,krəmpəld,-d,Reg,Yes,-d
1284,talk,talked,tɔk,tɔkt,-t,Reg,Yes,-t
1285,remand,remanded,rɪmænd,rɪmændɪd,-ɪd,Reg,No,-ɪd
1286,irrigate,irrigated,ɪrəgeɪt,ɪrəgeɪtɪd,-ɪd,Reg,No,-ɪd
1287,shield,shielded,ʃild,ʃildɪd,-ɪd,Reg,No,-ɪd
1288,forfeit,forfeited,fɔrfɪt,fɔrfɪtɪd,-ɪd,Reg,No,-ɪd
1289,blare,blared,blɛr,blɛrd,-d,Reg,No,-d
1290,feature,featured,fiʧər,fiʧərd,-d,Reg,No,-d
1291,bead,beaded,bid,bidɪd,-ɪd,Reg,No,-ɪd
1292,yearn,yearned,jərn,jərnd,-d,Reg,No,-d
1293,stylize,stylized,staɪlaɪz,staɪlaɪzd,-d,Reg,No,-d
1294,recoup,recouped,rɪkup,rɪkupt,-t,Reg,No,-t
1295,terrace,terraced,tɛrəs,tɛrəst,-t,Reg,No,-t
1296,shake,shook,ʃeɪk,ʃʊk,eɪ-ʊ,Irreg,Yes,vowel change
1297,horrify,horrified,hɔrəfaɪ,hɔrəfaɪd,-d,Reg,No,-d
1298,equip,equipped,ɪkwɪp,ɪkwɪpt,-t,Reg,No,-t
1299,braid,braided,breɪd,breɪdɪd,-ɪd,Reg,No,-ɪd
1300,worship,worshipped,wərʃɪp,wərʃɪpt,-t,Reg,No,-t
1301,ennoble,ennobled,ɪnoʊbəl,ɪnoʊbəld,-d,Reg,No,-d
1302,jig,jigged,ʤɪg,ʤɪgd,-d,Reg,No,-d
1303,relegate,relegated,rɛləgeɪt,rɛləgeɪtɪd,-ɪd,Reg,No,-ɪd
1304,police,policed,pəlis,pəlist,-t,Reg,No,-t
1305,thank,thanked,θæŋk,θæŋkt,-t,Reg,No,-t
1306,acknowledge,acknowledged,æknɑlɪʤ,æknɑlɪʤd,-d,Reg,No,-d
1307,spur,spurred,spər,spərd,-d,Reg,No,-d
1308,suffocate,suffocated,səfəkeɪt,səfəkeɪtɪd,-ɪd,Reg,No,-ɪd
1309,pervade,pervaded,pərveɪd,pərveɪdɪd,-ɪd,Reg,No,-ɪd
1310,stroll,strolled,stroʊl,stroʊld,-d,Reg,No,-d
1311,thump,thumped,θʌmp,θʌmpt,-t,Reg,No,-t
1312,maim,maimed,meɪm,meɪmd,-d,Reg,No,-d
1313,mail,mailed,meɪl,meɪld,-d,Reg,No,-d
1314,petition,petitioned,pətɪʃən,pətɪʃənd,-d,Reg,No,-d
1315,sate,sated,seɪt,seɪtɪd,-ɪd,Reg,No,-ɪd
1316,interrelate,interrelated,ɪntərrɪleɪt,ɪntərrɪleɪtɪd,-ɪd,Reg,No,-ɪd
1317,finance,financed,faɪnæns,faɪnænst,-t,Reg,No,-t
1318,fling,flung,flɪŋ,flʌŋ,ɪ-ʌ,Irreg,No,vowel change
1319,nod,nodded,nɑd,nɑdɪd,-ɪd,Reg,Yes,-ɪd
1320,rake,raked,reɪk,reɪkt,-t,Reg,No,-t
1321,shatter,shattered,ʃætər,ʃætərd,-d,Reg,No,-d
1322,introduce,introduced,ɪntrədus,ɪntrədust,-t,Reg,No,-t
1323,interview,interviewed,ɪntərvju,ɪntərvjud,-d,Reg,No,-d
1324,conquer,conquered,kɑŋkər,kɑŋkərd,-d,Reg,No,-d
1325,titillate,titillated,tɪtəleɪt,tɪtəleɪtɪd,-ɪd,Reg,No,-ɪd
1326,discuss,discussed,dɪskəs,dɪskəst,-t,Reg,No,-t
1327,possess,possessed,pəzɛs,pəzɛst,-t,Reg,No,-t
1328,outweigh,outweighed,aʊtweɪ,aʊtweɪd,-d,Reg,No,-d
1329,administer,administered,ədmɪnɪstər,ədmɪnɪstərd,-d,Reg,No,-d
1330,execute,executed,ɛksəkjut,ɛksəkjutɪd,-ɪd,Reg,No,-ɪd
1331,placate,placated,pleɪkeɪt,pleɪkeɪtɪd,-ɪd,Reg,No,-ɪd
1332,name,named,neɪm,neɪmd,-d,Reg,Yes,-d
1333,stabilize,stabilized,steɪbəlaɪz,steɪbəlaɪzd,-d,Reg,No,-d
1334,slurp,slurped,slərp,slərpt,-t,Reg,No,-t
1335,clutch,clutched,kləʧ,kləʧt,-t,Reg,No,-t
1336,drop,dropped,drɔp,drɔpt,-t,Reg,Yes,-t
1337,gabble,gabbled,gæbəl,gæbəld,-d,Reg,No,-d
1338,promulgate,promulgated,proʊməlgeɪt,proʊməlgeɪtɪd,-ɪd,Reg,No,-ɪd
1339,synchronize,synchronized,sɪŋkrənaɪz,sɪŋkrənaɪzd,-d,Reg,No,-d
1340,outlast,outlasted,aʊtlæst,aʊtlæstɪd,-ɪd,Reg,No,-ɪd
1341,gamble,gambled,gæmbəl,gæmbəld,-d,Reg,No,-d
1342,rock,rocked,rɑk,rɑkt,-t,Reg,No,-t
1343,hijack,hijacked,haɪʤæk,haɪʤækt,-t,Reg,No,-t
1344,quarter,quartered,kwɔrtər,kwɔrtərd,-d,Reg,No,-d
1345,chaperon,chaperoned,ʃæpəɹoʊn,ʃæpəɹoʊnd,-d,Reg,No,-d
1346,revere,revered,rɪvɪr,rɪvɪrd,-d,Reg,No,-d
1347,bicycle,bicycled,baɪsɪkəl,baɪsɪkəld,-d,Reg,No,-d
1348,square,squared,skwɛr,skwɛrd,-d,Reg,No,-d
1349,retrieve,retrieved,ritriv,ritrivd,-d,Reg,No,-d
1350,gape,gaped,geɪp,geɪpt,-t,Reg,No,-t
1351,edify,edified,ɛdəfaɪ,ɛdəfaɪd,-d,Reg,No,-d
1352,gash,gashed,gæʃ,gæʃt,-t,Reg,No,-t
1353,sprinkle,sprinkled,sprɪŋkəl,sprɪŋkəld,-d,Reg,No,-d
1354,unlock,unlocked,ənlɑk,ənlɑkt,-t,Reg,No,-t
1355,supplant,supplanted,səplænt,səplæntɪd,-ɪd,Reg,No,-ɪd
1356,sponsor,sponsored,spɑnsər,spɑnsərd,-d,Reg,No,-d
1357,happen,happened,hæpən,hæpənd,-d,Reg,Yes,-d
1358,relive,relived,rilɪv,rilɪvd,-d,Reg,No,-d
1359,accomplish,accomplished,əkɑmplɪʃ,əkɑmplɪʃt,-t,Reg,No,-t
1360,concur,concurred,kənkər,kənkərd,-d,Reg,No,-d
1361,stitch,stitched,stɪʧ,stɪʧt,-t,Reg,No,-t
1362,space,spaced,speɪs,speɪst,-t,Reg,No,-t
1363,profit,profited,prɑfɪt,prɑfɪtɪd,-ɪd,Reg,No,-ɪd
1364,undulate,undulated,ənʤəleɪt,ənʤəleɪtɪd,-ɪd,Reg,No,-ɪd
1365,abide,abided,əbaɪd,əbaɪdɪd,-ɪd,Reg,No,-ɪd
1366,increase,increased,ɪnkris,ɪnkrist,-t,Reg,No,-t
1367,extrapolate,extrapolated,ɛkstræpəleɪt,ɛkstræpəleɪtɪd,-ɪd,Reg,No,-ɪd
1368,tingle,tingled,tɪŋgəl,tɪŋgəld,-d,Reg,No,-d
1369,collate,collated,kəleɪt,kəleɪtɪd,-ɪd,Reg,No,-ɪd
1370,blubber,blubbered,blʌbər,blʌbərd,-d,Reg,No,-d
1371,dominate,dominated,dɑməneɪt,dɑməneɪtɪd,-ɪd,Reg,No,-ɪd
1372,circumscribe,circumscribed,sərkəmskraɪb,sərkəmskraɪbd,-d,Reg,No,-d
1373,correct,corrected,kərɛkt,kərɛktɪd,-ɪd,Reg,No,-ɪd
1374,gush,gushed,gʌʃ,gʌʃt,-t,Reg,No,-t
1375,hibernate,hibernated,haɪbərneɪt,haɪbərneɪtɪd,-ɪd,Reg,No,-ɪd
1376,riffle,riffled,rɪfəl,rɪfəld,-d,Reg,No,-d
1377,scandalize,scandalized,skændəlaɪz,skændəlaɪzd,-d,Reg,No,-d
1378,interpose,interposed,ɪntərpoʊz,ɪntərpoʊzd,-d,Reg,No,-d
1379,carp,carped,kɑrp,kɑrpt,-t,Reg,No,-t
1380,ascertain,ascertained,æsərteɪn,æsərteɪnd,-d,Reg,No,-d
1381,envelop,enveloped,ɛnvɛləp,ɛnvɛləpt,-t,Reg,No,-t
1382,smudge,smudged,sməʤ,sməʤd,-d,Reg,No,-d
1383,cart,carted,kɑrt,kɑrtɪd,-ɪd,Reg,No,-ɪd
1384,preoccupy,preoccupied,priɑkjəpaɪ,priɑkjəpaɪd,-d,Reg,No,-d
1385,excommunicate,excommunicated,ɛkskəmjunəkeɪt,ɛkskəmjunəkeɪtɪd,-ɪd,Reg,No,-ɪd
1386,jockey,jockeyed,ʤɑki,ʤɑkid,-d,Reg,No,-d
1387,baptize,baptized,bæptaɪz,bæptaɪzd,-d,Reg,No,-d
1388,hobble,hobbled,hɑbəl,hɑbəld,-d,Reg,No,-d
1389,cough,coughed,kɔf,kɔft,-t,Reg,Yes,-t
1390,rein,reined,reɪn,reɪnd,-d,Reg,No,-d
1391,care,cared,kɛr,kɛrd,-d,Reg,No,-d
1392,advance,advanced,ədvæns,ədvænst,-t,Reg,No,-t
1393,recharge,recharged,riʧɑrʤ,riʧɑrʤd,-d,Reg,No,-d
1394,flare,flared,flɛr,flɛrd,-d,Reg,No,-d
1395,impose,imposed,ɪmpoʊz,ɪmpoʊzd,-d,Reg,No,-d
1396,motion,motioned,moʊʃən,moʊʃənd,-d,Reg,No,-d
1397,turn,turned,tərn,tərnd,-d,Reg,Yes,-d
1398,corrugate,corrugated,kɔrəgeɪt,kɔrəgeɪtɪd,-ɪd,Reg,No,-ɪd
1399,place,placed,pleɪs,pleɪst,-t,Reg,Yes,-t
1400,quibble,quibbled,kwɪbəl,kwɪbəld,-d,Reg,No,-d
1401,swing,swung,swɪŋ,swʌŋ,ɪ-ʌ,Irreg,No,vowel change
1402,preach,preached,priʧ,priʧt,-t,Reg,No,-t
1403,neglect,neglected,nɪglɛkt,nɪglɛktɪd,-ɪd,Reg,No,-ɪd
1404,spirit,spirited,spɪrɪt,spɪrɪtɪd,-ɪd,Reg,No,-ɪd
1405,blind,blinded,blaɪnd,blaɪndɪd,-ɪd,Reg,No,-ɪd
1406,feign,feigned,feɪn,feɪnd,-d,Reg,No,-d
1407,suspend,suspended,səspɛnd,səspɛndɪd,-ɪd,Reg,No,-ɪd
1408,numb,numbed,nəm,nəmd,-d,Reg,No,-d
1409,withstand,withstood,wɪθstænd,wɪθstʊd,æn-ʊ,Irreg,No,vowel change
1410,commercialize,commercialized,kəmərʃəlaɪz,kəmərʃəlaɪzd,-d,Reg,No,-d
1411,potter,pottered,pɑtər,pɑtərd,-d,Reg,No,-d
1412,blink,blinked,blɪŋk,blɪŋkt,-t,Reg,No,-t
1413,reopen,reopened,rioʊpən,rioʊpənd,-d,Reg,No,-d
1414,consecrate,consecrated,kɑnsəkreɪt,kɑnsəkreɪtɪd,-ɪd,Reg,No,-ɪd
1415,aerate,aerated,ɛəɹeɪt,ɛəɹeɪtɪd,-ɪd,Reg,No,-ɪd
1416,long,longed,lɔŋ,lɔŋd,-d,Reg,No,-d
1417,resurface,resurfaced,risərfəs,risərfəst,-t,Reg,No,-t
1418,vote,voted,voʊt,voʊtɪd,-ɪd,Reg,No,-ɪd
1419,ring,rang,rɪŋ,ræŋ,ɪ-æ,Irreg,Yes,vowel change
1420,tame,tamed,teɪm,teɪmd,-d,Reg,Yes,-d
1421,open,opened,oʊpən,oʊpənd,-d,Reg,Yes,-d
1422,zap,zapped,zæp,zæpt,-t,Reg,No,-t
1423,size,sized,saɪz,saɪzd,-d,Reg,Yes,-d
1424,pivot,pivoted,pɪvət,pɪvətɪd,-ɪd,Reg,No,-ɪd
1425,robe,robed,roʊb,roʊbd,-d,Reg,No,-d
1426,lap,lapped,læp,læpt,-t,Reg,No,-t
1427,bite,bit,baɪt,bɪt,aɪ-ɪ,Irreg,Yes,vowel change
1428,breed,bred,brid,brɛd,i-ɛ,Irreg,No,vowel change
1429,haggle,haggled,hægəl,hægəld,-d,Reg,No,-d
1430,purloin,purloined,pərlɔɪn,pərlɔɪnd,-d,Reg,No,-d
1431,indicate,indicated,ɪndəkeɪt,ɪndəkeɪtɪd,-ɪd,Reg,No,-ɪd
1432,assort,assorted,əsɔrt,əsɔrtɪd,-ɪd,Reg,No,-ɪd
1433,shiver,shivered,ʃɪvər,ʃɪvərd,-d,Reg,No,-d
1434,draft,drafted,dræft,dræftɪd,-ɪd,Reg,No,-ɪd
1435,dissipate,dissipated,dɪsəpeɪt,dɪsəpeɪtɪd,-ɪd,Reg,No,-ɪd
1436,escort,escorted,ɛskɔrt,ɛskɔrtɪd,-ɪd,Reg,No,-ɪd
1437,convene,convened,kənvin,kənvind,-d,Reg,No,-d
1438,daunt,daunted,dɔnt,dɔntɪd,-ɪd,Reg,No,-ɪd
1439,cite,cited,saɪt,saɪtɪd,-ɪd,Reg,No,-ɪd
1440,co-opt,co-opted,koʊɑpt,koʊɑptɪd,-ɪd,Reg,No,-ɪd
1441,hug,hugged,hʌg,hʌgd,-d,Reg,Yes,-d
1442,thaw,thawed,θɔ,θɔd,-d,Reg,No,-d
1443,spiral,spiralled,spaɪrəl,spaɪrəld,-d,Reg,No,-d
1444,cope,coped,koʊp,koʊpt,-t,Reg,No,-t
1445,season,seasoned,sizən,sizənd,-d,Reg,No,-d
1446,indoctrinate,indoctrinated,ɪndɑktrəneɪt,ɪndɑktrəneɪtɪd,-ɪd,Reg,No,-ɪd
1447,repatriate,repatriated,ripeɪtrieɪt,ripeɪtrieɪtɪd,-ɪd,Reg,No,-ɪd
1448,snatch,snatched,snæʧ,snæʧt,-t,Reg,Yes,-t
1449,broadcast,broadcasted,brɔdkæst,brɔdkæstɪd,-ɪd,Reg,No,-ɪd
1450,spar,sparred,spɑr,spɑrd,-d,Reg,No,-d
1451,palpitate,palpitated,pælpəteɪt,pælpəteɪtɪd,-ɪd,Reg,No,-ɪd
1452,butt,butted,bʌt,bʌtɪd,-ɪd,Reg,No,-ɪd
1453,copy,copied,kɑpi,kɑpid,-d,Reg,Yes,-d
1454,cleanse,cleansed,klɛnz,klɛnzd,-d,Reg,No,-d
1455,specify,specified,spɛsəfaɪ,spɛsəfaɪd,-d,Reg,No,-d
1456,deafen,deafened,dɛfən,dɛfənd,-d,Reg,No,-d
1457,bewitch,bewitched,bɪwɪʧ,bɪwɪʧt,-t,Reg,No,-t
1458,skirmish,skirmished,skərmɪʃ,skərmɪʃt,-t,Reg,No,-t
1459,displease,displeased,dɪspliz,dɪsplizd,-d,Reg,No,-d
1460,rival,rivalled,raɪvəl,raɪvəld,-d,Reg,No,-d
1461,require,required,rikwaɪər,rikwaɪərd,-d,Reg,No,-d
1462,rationalize,rationalized,ræʃənəlaɪz,ræʃənəlaɪzd,-d,Reg,No,-d
1463,recruit,recruited,rɪkrut,rɪkrutɪd,-ɪd,Reg,No,-ɪd
1464,ooze,oozed,uz,uzd,-d,Reg,No,-d
1465,venture,ventured,vɛnʧər,vɛnʧərd,-d,Reg,No,-d
1466,laminate,laminated,læməneɪt,læməneɪtɪd,-ɪd,Reg,No,-ɪd
1467,posit,posited,pɑzət,pɑzətɪd,-ɪd,Reg,No,-ɪd
1468,gobble,gobbled,gɑbəl,gɑbəld,-d,Reg,No,-d
1469,extinguish,extinguished,ɪkstɪŋgwɪʃ,ɪkstɪŋgwɪʃt,-t,Reg,No,-t
1470,fizz,fizzed,fɪz,fɪzd,-d,Reg,No,-d
1471,decompose,decomposed,dikəmpoʊz,dikəmpoʊzd,-d,Reg,No,-d
1472,shrimp,shrimped,ʃrɪmp,ʃrɪmpt,-t,Reg,No,-t
1473,prospect,prospected,prɑspɛkt,prɑspɛktɪd,-ɪd,Reg,No,-ɪd
1474,lick,licked,lɪk,lɪkt,-t,Reg,Yes,-t
1475,capsize,capsized,kæpsaɪz,kæpsaɪzd,-d,Reg,No,-d
1476,rend,rent,rɛnd,rɛnt,d-t,Irreg,No,weak
1477,froth,frothed,frɔθ,frɔθt,-t,Reg,No,-t
1478,retort,retorted,ritɔrt,ritɔrtɪd,-ɪd,Reg,No,-ɪd
1479,sag,sagged,sæg,sægd,-d,Reg,No,-d
1480,slap,slapped,slæp,slæpt,-t,Reg,No,-t
1481,dash,dashed,dæʃ,dæʃt,-t,Reg,No,-t
1482,slam,slammed,slæm,slæmd,-d,Reg,No,-d
1483,rent,rented,rɛnt,rɛntɪd,-ɪd,Reg,No,-ɪd
1484,crochet,crocheted,kroʊʃeɪ,kroʊʃeɪd,-d,Reg,No,-d
1485,sulk,sulked,sʌlk,sʌlkt,-t,Reg,No,-t
1486,anger,angered,æŋgər,æŋgərd,-d,Reg,No,-d
1487,mechanize,mechanized,mɛkənaɪz,mɛkənaɪzd,-d,Reg,No,-d
1488,breakfast,breakfasted,brɛkfəst,brɛkfəstɪd,-ɪd,Reg,No,-ɪd
1489,recover,recovered,rɪkəvər,rɪkəvərd,-d,Reg,No,-d
1490,pry,pried,praɪ,praɪd,-d,Reg,No,-d
1491,perplex,perplexed,pərplɛks,pərplɛkst,-t,Reg,No,-t
1492,squat,squatted,skwɑt,skwɑtɪd,-ɪd,Reg,No,-ɪd
1493,silhouette,silhouetted,sɪləwɛt,sɪləwɛtɪd,-ɪd,Reg,No,-ɪd
1494,knead,kneaded,nid,nidɪd,-ɪd,Reg,No,-ɪd
1495,incise,incised,ɪnsaɪz,ɪnsaɪzd,-d,Reg,No,-d
1496,isolate,isolated,aɪsəleɪt,aɪsəleɪtɪd,-ɪd,Reg,No,-ɪd
1497,acclimatize,acclimatized,əklaɪmətaɪz,əklaɪmətaɪzd,-d,Reg,No,-d
1498,perforate,perforated,pərfəreɪt,pərfəreɪtɪd,-ɪd,Reg,No,-ɪd
1499,note,noted,noʊt,noʊtɪd,-ɪd,Reg,No,-ɪd
1500,unlearn,unlearned,ələrn,ələrnd,-d,Reg,No,-d
1501,evoke,evoked,ɪvoʊk,ɪvoʊkt,-t,Reg,No,-t
1502,take,took,teɪk,tʊk,eɪ-ʊ,Irreg,Yes,vowel change
1503,fracture,fractured,frækʧər,frækʧərd,-d,Reg,No,-d
1504,destroy,destroyed,dɪstrɔɪ,dɪstrɔɪd,-d,Reg,No,-d
1505,coincide,coincided,koʊɪnsaɪd,koʊɪnsaɪdɪd,-ɪd,Reg,No,-ɪd
1506,wonder,wondered,wəndər,wəndərd,-d,Reg,Yes,-d
1507,blunt,blunted,blʌnt,blʌntɪd,-ɪd,Reg,No,-ɪd
1508,channel,channelled,ʧænəl,ʧænəld,-d,Reg,No,-d
1509,wrench,wrenched,rɛnʧ,rɛnʧt,-t,Reg,No,-t
1510,urge,urged,ərʤ,ərʤd,-d,Reg,No,-d
1511,begin,began,bɪgɪn,bɪgæn,ɪ-æ,Irreg,Yes,vowel change
1512,tally,tallied,tæli,tælid,-d,Reg,No,-d
1513,prick,pricked,prɪk,prɪkt,-t,Reg,No,-t
1514,trace,traced,treɪs,treɪst,-t,Reg,No,-t
1515,busy,busied,bɪzi,bɪzid,-d,Reg,No,-d
1516,track,tracked,træk,trækt,-t,Reg,No,-t
1517,price,priced,praɪs,praɪst,-t,Reg,No,-t
1518,evaporate,evaporated,ɪvæpəreɪt,ɪvæpəreɪtɪd,-ɪd,Reg,No,-ɪd
1519,assault,assaulted,əsɔlt,əsɔltɪd,-ɪd,Reg,No,-ɪd
1520,substantiate,substantiated,səbstænʧieɪt,səbstænʧieɪtɪd,-ɪd,Reg,No,-ɪd
1521,billow,billowed,bɪloʊ,bɪloʊd,-d,Reg,No,-d
1522,multiply,multiplied,mʌltəplaɪ,mʌltəplaɪd,-d,Reg,No,-d
1523,allege,alleged,əlɛʤ,əlɛʤd,-d,Reg,No,-d
1524,ford,forded,fɔrd,fɔrdɪd,-ɪd,Reg,No,-ɪd
1525,saunter,sauntered,sɔntər,sɔntərd,-d,Reg,No,-d
1526,annul,annulled,ænəl,ænəld,-d,Reg,No,-d
1527,enamel,enamelled,ɪnæməl,ɪnæməld,-d,Reg,No,-d
1528,cajole,cajoled,kəʤoʊl,kəʤoʊld,-d,Reg,No,-d
1529,average,averaged,ævərɪʤ,ævərɪʤd,-d,Reg,No,-d
1530,adopt,adopted,ədɑpt,ədɑptɪd,-ɪd,Reg,No,-ɪd
1531,steady,steadied,stɛdi,stɛdid,-d,Reg,No,-d
1532,drive,drove,draɪv,droʊv,aɪ-oʊ,Irreg,No,vowel change
1533,wing,winged,wɪŋ,wɪŋd,-d,Reg,No,-d
1534,squint,squinted,skwɪnt,skwɪntɪd,-ɪd,Reg,No,-ɪd
1535,readjust,readjusted,riəʤəst,riəʤəstɪd,-ɪd,Reg,No,-ɪd
1536,crank,cranked,kræŋk,kræŋkt,-t,Reg,No,-t
1537,salt,salted,sɔlt,sɔltɪd,-ɪd,Reg,No,-ɪd
1538,incite,incited,ɪnsaɪt,ɪnsaɪtɪd,-ɪd,Reg,No,-ɪd
1539,shop,shopped,ʃɑp,ʃɑpt,-t,Reg,No,-t
1540,perch,perched,pərʧ,pərʧt,-t,Reg,No,-t
1541,forage,foraged,fɔrɪʤ,fɔrɪʤd,-d,Reg,No,-d
1542,show,showed,ʃoʊ,ʃoʊd,-d,Reg,Yes,-d
1543,cheat,cheated,ʧit,ʧitɪd,-ɪd,Reg,No,-ɪd
1544,infuriate,infuriated,ɪnfjʊrieɪt,ɪnfjʊrieɪtɪd,-ɪd,Reg,No,-ɪd
1545,sputter,sputtered,spʌtər,spʌtərd,-d,Reg,No,-d
1546,mince,minced,mɪns,mɪnst,-t,Reg,No,-t
1547,merit,merited,mɛrət,mɛrətɪd,-ɪd,Reg,No,-ɪd
1548,elevate,elevated,ɛləveɪt,ɛləveɪtɪd,-ɪd,Reg,No,-ɪd
1549,shoe,shoed,ʃu,ʃud,-d,Reg,No,-d
1550,hack,hacked,hæk,hækt,-t,Reg,No,-t
1551,corner,cornered,kɔrnər,kɔrnərd,-d,Reg,No,-d
1552,label,labelled,leɪbəl,leɪbəld,-d,Reg,No,-d
1553,boggle,boggled,bɑgəl,bɑgəld,-d,Reg,No,-d
1554,crane,craned,kreɪn,kreɪnd,-d,Reg,No,-d
1555,depopulate,depopulated,dipɑpjəleɪt,dipɑpjəleɪtɪd,-ɪd,Reg,No,-ɪd
1556,trot,trotted,trɑt,trɑtɪd,-ɪd,Reg,No,-ɪd
1557,glue,glued,glu,glud,-d,Reg,Yes,-d
1558,recollect,recollected,rɛkəlɛkt,rɛkəlɛktɪd,-ɪd,Reg,No,-ɪd
1559,plunder,plundered,plʌndər,plʌndərd,-d,Reg,No,-d
1560,slow,slowed,sloʊ,sloʊd,-d,Reg,No,-d
1561,slop,slopped,slɑp,slɑpt,-t,Reg,No,-t
1562,dice,diced,daɪs,daɪst,-t,Reg,No,-t
1563,transact,transacted,trænzækt,trænzæktɪd,-ɪd,Reg,No,-ɪd
1564,treasure,treasured,trɛʒər,trɛʒərd,-d,Reg,No,-d
1565,industrialize,industrialized,ɪndəstriəlaɪz,ɪndəstriəlaɪzd,-d,Reg,No,-d
1566,jolt,jolted,ʤoʊlt,ʤoʊltɪd,-ɪd,Reg,No,-ɪd
1567,shimmer,shimmered,ʃɪmər,ʃɪmərd,-d,Reg,No,-d
1568,harangue,harangued,həræŋ,həræŋd,-d,Reg,No,-d
1569,gulp,gulped,gʌlp,gʌlpt,-t,Reg,No,-t
1570,manoeuvre,manoeuvred,mənuvər,mənuvərd,-d,Reg,No,-d
1571,black,blacked,blæk,blækt,-t,Reg,No,-t
1572,consent,consented,kənsɛnt,kənsɛntɪd,-ɪd,Reg,No,-ɪd
1573,outrage,outraged,aʊtreɪʤ,aʊtreɪʤd,-d,Reg,No,-d
1574,stain,stained,steɪn,steɪnd,-d,Reg,Yes,-d
1575,shrill,shrilled,ʃrɪl,ʃrɪld,-d,Reg,No,-d
1576,lapse,lapsed,læps,læpst,-t,Reg,No,-t
1577,dispute,disputed,dɪspjut,dɪspjutɪd,-ɪd,Reg,No,-ɪd
1578,maraud,marauded,mərɔd,mərɔdɪd,-ɪd,Reg,No,-ɪd
1579,clank,clanked,klæŋk,klæŋkt,-t,Reg,No,-t
1580,ensnare,ensnared,ɪnsnɛr,ɪnsnɛrd,-d,Reg,No,-d
1581,get,got,gɛt,gɑt,ɛ-ɑ,Irreg,Yes,vowel change
1582,lighten,lightened,laɪtən,laɪtənd,-d,Reg,No,-d
1583,legitimize,legitimized,lɪʤɪtəmaɪz,lɪʤɪtəmaɪzd,-d,Reg,No,-d
1584,duel,duelled,duəl,duəld,-d,Reg,No,-d
1585,clang,clanged,klæŋ,klæŋd,-d,Reg,No,-d
1586,festoon,festooned,fɛstun,fɛstund,-d,Reg,No,-d
1587,tailor,tailored,teɪlər,teɪlərd,-d,Reg,No,-d
1588,destine,destined,dɛstɪn,dɛstɪnd,-d,Reg,No,-d
1589,dye,dyed,daɪ,daɪd,-d,Reg,No,-d
1590,hedge,hedged,hɛʤ,hɛʤd,-d,Reg,No,-d
1591,torpedo,torpedoed,tɔrpidoʊ,tɔrpidoʊd,-d,Reg,No,-d
1592,celebrate,celebrated,sɛləbreɪt,sɛləbreɪtɪd,-ɪd,Reg,No,-ɪd
1593,disinherit,disinherited,dɪsɪnhɛrət,dɪsɪnhɛrətɪd,-ɪd,Reg,No,-ɪd
1594,prime,primed,praɪm,praɪmd,-d,Reg,No,-d
1595,reveal,revealed,rɪvil,rɪvild,-d,Reg,No,-d
1596,beseech,besought,bisiʧ,bisɔt,iʧ-ɔt,Irreg,No,ruckumlaut
1597,deprecate,deprecated,dɛprəkeɪt,dɛprəkeɪtɪd,-ɪd,Reg,No,-ɪd
1598,assimilate,assimilated,əsɪməleɪt,əsɪməleɪtɪd,-ɪd,Reg,No,-ɪd
1599,obliterate,obliterated,əblɪtəreɪt,əblɪtəreɪtɪd,-ɪd,Reg,No,-ɪd
1600,abrogate,abrogated,æbrəgeɪt,æbrəgeɪtɪd,-ɪd,Reg,No,-ɪd
1601,borrow,borrowed,bɑroʊ,bɑroʊd,-d,Reg,No,-d
1602,yield,yielded,jild,jildɪd,-ɪd,Reg,No,-ɪd
1603,paper,papered,peɪpər,peɪpərd,-d,Reg,No,-d
1604,uncover,uncovered,ənkəvər,ənkəvərd,-d,Reg,No,-d
1605,disparage,disparaged,dɪspɛrɪʤ,dɪspɛrɪʤd,-d,Reg,No,-d
1606,deride,derided,dɪraɪd,dɪraɪdɪd,-ɪd,Reg,No,-ɪd
