,root,word,ipa_root,ipa_word,diff,reg,IsInParent,verb class,freq
1331,placate,placated,pleɪkeɪt,pleɪkeɪtɪd,-ɪd,Reg,No,-ɪd,2.0
1332,name,named,neɪm,neɪmd,-d,Reg,Yes,-d,191.0
1333,stabilize,stabilized,steɪbəlaɪz,steɪbəlaɪzd,-d,Reg,No,-d,5.0
1334,slurp,slurped,slərp,slərpt,-t,Reg,No,-t,2.0
1335,clutch,clutched,kləʧ,kləʧt,-t,Reg,No,-t,26.0
1336,drop,dropped,drɔp,drɔpt,-t,Reg,Yes,-t,275.0
1337,gabble,gabbled,gæbəl,gæbəld,-d,Reg,No,-d,2.0
1338,promulgate,promulgated,proʊməlgeɪt,proʊməlgeɪtɪd,-ɪd,Reg,No,-ɪd,2.0
1339,synchronize,synchronized,sɪŋkrənaɪz,sɪŋkrənaɪzd,-d,Reg,No,-d,3.0
1340,outlast,outlasted,aʊtlæst,aʊtlæstɪd,-ɪd,Reg,No,-ɪd,1.0
1341,gamble,gambled,gæmbəl,gæmbəld,-d,Reg,No,-d,3.0
1342,rock,rocked,rɑk,rɑkt,-t,Reg,No,-t,16.0
1343,hijack,hijacked,haɪʤæk,haɪʤækt,-t,Reg,No,-t,2.0
1344,quarter,quartered,kwɔrtər,kwɔrtərd,-d,Reg,No,-d,4.0
1345,chaperon,chaperoned,ʃæpəɹoʊn,ʃæpəɹoʊnd,-d,Reg,No,-d,1.0
1346,revere,revered,rɪvɪr,rɪvɪrd,-d,Reg,No,-d,9.0
1347,bicycle,bicycled,baɪsɪkəl,baɪsɪkəld,-d,Reg,No,-d,6.0
1348,square,squared,skwɛr,skwɛrd,-d,Reg,No,-d,39.0
1349,retrieve,retrieved,ritriv,ritrivd,-d,Reg,No,-d,10.0
1350,gape,gaped,geɪp,geɪpt,-t,Reg,No,-t,6.0
1351,edify,edified,ɛdəfaɪ,ɛdəfaɪd,-d,Reg,No,-d,1.0
1352,gash,gashed,gæʃ,gæʃt,-t,Reg,No,-t,2.0
1353,sprinkle,sprinkled,sprɪŋkəl,sprɪŋkəld,-d,Reg,No,-d,14.0
1354,unlock,unlocked,ənlɑk,ənlɑkt,-t,Reg,No,-t,37.0
1355,supplant,supplanted,səplænt,səplæntɪd,-ɪd,Reg,No,-ɪd,7.0
1356,sponsor,sponsored,spɑnsər,spɑnsərd,-d,Reg,No,-d,22.0
1357,happen,happened,hæpən,hæpənd,-d,Reg,Yes,-d,688.0
1358,relive,relived,rilɪv,rilɪvd,-d,Reg,No,-d,2.0
1359,accomplish,accomplished,əkɑmplɪʃ,əkɑmplɪʃt,-t,Reg,No,-t,32.0
1360,concur,concurred,kənkər,kənkərd,-d,Reg,No,-d,4.0
1361,stitch,stitched,stɪʧ,stɪʧt,-t,Reg,No,-t,9.0
1362,space,spaced,speɪs,speɪst,-t,Reg,No,-t,12.0
1363,profit,profited,prɑfɪt,prɑfɪtɪd,-ɪd,Reg,No,-ɪd,3.0
1364,undulate,undulated,ənʤəleɪt,ənʤəleɪtɪd,-ɪd,Reg,No,-ɪd,1.0
1366,increase,increased,ɪnkris,ɪnkrist,-t,Reg,No,-t,277.0
1367,extrapolate,extrapolated,ɛkstræpəleɪt,ɛkstræpəleɪtɪd,-ɪd,Reg,No,-ɪd,1.0
1368,tingle,tingled,tɪŋgəl,tɪŋgəld,-d,Reg,No,-d,2.0
1369,collate,collated,kəleɪt,kəleɪtɪd,-ɪd,Reg,No,-ɪd,2.0
1370,blubber,blubbered,blʌbər,blʌbərd,-d,Reg,No,-d,1.0
1371,dominate,dominated,dɑməneɪt,dɑməneɪtɪd,-ɪd,Reg,No,-ɪd,85.0
1372,circumscribe,circumscribed,sərkəmskraɪb,sərkəmskraɪbd,-d,Reg,No,-d,5.0
1373,correct,corrected,kərɛkt,kərɛktɪd,-ɪd,Reg,No,-ɪd,29.0
1374,gush,gushed,gʌʃ,gʌʃt,-t,Reg,No,-t,4.0
1375,hibernate,hibernated,haɪbərneɪt,haɪbərneɪtɪd,-ɪd,Reg,No,-ɪd,1.0
1376,riffle,riffled,rɪfəl,rɪfəld,-d,Reg,No,-d,2.0
1377,scandalize,scandalized,skændəlaɪz,skændəlaɪzd,-d,Reg,No,-d,6.0
1378,interpose,interposed,ɪntərpoʊz,ɪntərpoʊzd,-d,Reg,No,-d,2.0
1379,carp,carped,kɑrp,kɑrpt,-t,Reg,No,-t,1.0
1380,ascertain,ascertained,æsərteɪn,æsərteɪnd,-d,Reg,No,-d,5.0
1381,envelop,enveloped,ɛnvɛləp,ɛnvɛləpt,-t,Reg,No,-t,7.0
1382,smudge,smudged,sməʤ,sməʤd,-d,Reg,No,-d,5.0
1383,cart,carted,kɑrt,kɑrtɪd,-ɪd,Reg,No,-ɪd,5.0
1384,preoccupy,preoccupied,priɑkjəpaɪ,priɑkjəpaɪd,-d,Reg,No,-d,2.0
1385,excommunicate,excommunicated,ɛkskəmjunəkeɪt,ɛkskəmjunəkeɪtɪd,-ɪd,Reg,No,-ɪd,1.0
1386,jockey,jockeyed,ʤɑki,ʤɑkid,-d,Reg,No,-d,1.0
1387,baptize,baptized,bæptaɪz,bæptaɪzd,-d,Reg,No,-d,10.0
1388,hobble,hobbled,hɑbəl,hɑbəld,-d,Reg,No,-d,11.0
1389,cough,coughed,kɔf,kɔft,-t,Reg,Yes,-t,16.0
1390,rein,reined,reɪn,reɪnd,-d,Reg,No,-d,3.0
1391,care,cared,kɛr,kɛrd,-d,Reg,No,-d,75.0
1392,advance,advanced,ədvæns,ədvænst,-t,Reg,No,-t,50.0
1393,recharge,recharged,riʧɑrʤ,riʧɑrʤd,-d,Reg,No,-d,2.0
1394,flare,flared,flɛr,flɛrd,-d,Reg,No,-d,15.0
1395,impose,imposed,ɪmpoʊz,ɪmpoʊzd,-d,Reg,No,-d,75.0
1396,motion,motioned,moʊʃən,moʊʃənd,-d,Reg,No,-d,14.0
1397,turn,turned,tərn,tərnd,-d,Reg,Yes,-d,1163.0
1398,corrugate,corrugated,kɔrəgeɪt,kɔrəgeɪtɪd,-ɪd,Reg,No,-ɪd,10.0
1399,place,placed,pleɪs,pleɪst,-t,Reg,Yes,-t,235.0
1400,quibble,quibbled,kwɪbəl,kwɪbəld,-d,Reg,No,-d,1.0
1401,swing,swung,swɪŋ,swʌŋ,ɪ-ʌ,Irreg,No,vowel change,76.0
1402,preach,preached,priʧ,priʧt,-t,Reg,No,-t,14.0
1403,neglect,neglected,nɪglɛkt,nɪglɛktɪd,-ɪd,Reg,No,-ɪd,65.0
1404,spirit,spirited,spɪrɪt,spɪrɪtɪd,-ɪd,Reg,No,-ɪd,3.0
1405,blind,blinded,blaɪnd,blaɪndɪd,-ɪd,Reg,No,-ɪd,11.0
1406,feign,feigned,feɪn,feɪnd,-d,Reg,No,-d,7.0
1407,suspend,suspended,səspɛnd,səspɛndɪd,-ɪd,Reg,No,-ɪd,56.0
1408,numb,numbed,nəm,nəmd,-d,Reg,No,-d,7.0
1409,withstand,withstood,wɪθstænd,wɪθstʊd,æn-ʊ,Irreg,No,vowel change,3.0
1410,commercialize,commercialized,kəmərʃəlaɪz,kəmərʃəlaɪzd,-d,Reg,No,-d,3.0
1411,potter,pottered,pɑtər,pɑtərd,-d,Reg,No,-d,1.0
1412,blink,blinked,blɪŋk,blɪŋkt,-t,Reg,No,-t,20.0
1413,reopen,reopened,rioʊpən,rioʊpənd,-d,Reg,No,-d,5.0
1414,consecrate,consecrated,kɑnsəkreɪt,kɑnsəkreɪtɪd,-ɪd,Reg,No,-ɪd,7.0
1415,aerate,aerated,ɛəɹeɪt,ɛəɹeɪtɪd,-ɪd,Reg,No,-ɪd,2.0
1416,long,longed,lɔŋ,lɔŋd,-d,Reg,No,-d,35.0
1417,resurface,resurfaced,risərfəs,risərfəst,-t,Reg,No,-t,1.0
1419,ring,rang,rɪŋ,ræŋ,ɪ-æ,Irreg,Yes,vowel change,161.0
1420,tame,tamed,teɪm,teɪmd,-d,Reg,Yes,-d,8.0
1421,open,opened,oʊpən,oʊpənd,-d,Reg,Yes,-d,481.0
1422,zap,zapped,zæp,zæpt,-t,Reg,No,-t,1.0
1423,size,sized,saɪz,saɪzd,-d,Reg,Yes,-d,8.0
1424,pivot,pivoted,pɪvət,pɪvətɪd,-ɪd,Reg,No,-ɪd,2.0
1425,robe,robed,roʊb,roʊbd,-d,Reg,No,-d,3.0
1426,lap,lapped,læp,læpt,-t,Reg,No,-t,6.0
1427,bite,bit,baɪt,bɪt,aɪ-ɪ,Irreg,Yes,vowel change,43.0
1428,breed,bred,brid,brɛd,i-ɛ,Irreg,No,vowel change,31.0
1429,haggle,haggled,hægəl,hægəld,-d,Reg,No,-d,1.0
1430,purloin,purloined,pərlɔɪn,pərlɔɪnd,-d,Reg,No,-d,3.0
1431,indicate,indicated,ɪndəkeɪt,ɪndəkeɪtɪd,-ɪd,Reg,No,-ɪd,103.0
1432,assort,assorted,əsɔrt,əsɔrtɪd,-ɪd,Reg,No,-ɪd,15.0
1433,shiver,shivered,ʃɪvər,ʃɪvərd,-d,Reg,No,-d,23.0
1434,draft,drafted,dræft,dræftɪd,-ɪd,Reg,No,-ɪd,14.0
1435,dissipate,dissipated,dɪsəpeɪt,dɪsəpeɪtɪd,-ɪd,Reg,No,-ɪd,9.0
1436,escort,escorted,ɛskɔrt,ɛskɔrtɪd,-ɪd,Reg,No,-ɪd,21.0
1437,convene,convened,kənvin,kənvind,-d,Reg,No,-d,6.0
1438,daunt,daunted,dɔnt,dɔntɪd,-ɪd,Reg,No,-ɪd,3.0
1439,cite,cited,saɪt,saɪtɪd,-ɪd,Reg,No,-ɪd,21.0
1441,hug,hugged,hʌg,hʌgd,-d,Reg,Yes,-d,19.0
1442,thaw,thawed,θɔ,θɔd,-d,Reg,No,-d,4.0
1443,spiral,spiralled,spaɪrəl,spaɪrəld,-d,Reg,No,-d,3.0
1444,cope,coped,koʊp,koʊpt,-t,Reg,No,-t,7.0
1445,season,seasoned,sizən,sizənd,-d,Reg,No,-d,11.0
1446,indoctrinate,indoctrinated,ɪndɑktrəneɪt,ɪndɑktrəneɪtɪd,-ɪd,Reg,No,-ɪd,2.0
1447,repatriate,repatriated,ripeɪtrieɪt,ripeɪtrieɪtɪd,-ɪd,Reg,No,-ɪd,2.0
1448,snatch,snatched,snæʧ,snæʧt,-t,Reg,Yes,-t,34.0
1449,broadcast,broadcasted,brɔdkæst,brɔdkæstɪd,-ɪd,Reg,No,-ɪd,1.0
1450,spar,sparred,spɑr,spɑrd,-d,Reg,No,-d,1.0
1451,palpitate,palpitated,pælpəteɪt,pælpəteɪtɪd,-ɪd,Reg,No,-ɪd,1.0
1452,butt,butted,bʌt,bʌtɪd,-ɪd,Reg,No,-ɪd,4.0
1453,copy,copied,kɑpi,kɑpid,-d,Reg,Yes,-d,23.0
1454,cleanse,cleansed,klɛnz,klɛnzd,-d,Reg,No,-d,3.0
1455,specify,specified,spɛsəfaɪ,spɛsəfaɪd,-d,Reg,No,-d,20.0
1456,deafen,deafened,dɛfən,dɛfənd,-d,Reg,No,-d,4.0
1457,bewitch,bewitched,bɪwɪʧ,bɪwɪʧt,-t,Reg,No,-t,13.0
1458,skirmish,skirmished,skərmɪʃ,skərmɪʃt,-t,Reg,No,-t,1.0
1459,displease,displeased,dɪspliz,dɪsplizd,-d,Reg,No,-d,12.0
1460,rival,rivalled,raɪvəl,raɪvəld,-d,Reg,No,-d,1.0
1461,require,required,rikwaɪər,rikwaɪərd,-d,Reg,No,-d,371.0
1462,rationalize,rationalized,ræʃənəlaɪz,ræʃənəlaɪzd,-d,Reg,No,-d,5.0
1463,recruit,recruited,rɪkrut,rɪkrutɪd,-ɪd,Reg,No,-ɪd,20.0
1464,ooze,oozed,uz,uzd,-d,Reg,No,-d,4.0
1465,venture,ventured,vɛnʧər,vɛnʧərd,-d,Reg,No,-d,19.0
1466,laminate,laminated,læməneɪt,læməneɪtɪd,-ɪd,Reg,No,-ɪd,2.0
1467,posit,posited,pɑzət,pɑzətɪd,-ɪd,Reg,No,-ɪd,2.0
1468,gobble,gobbled,gɑbəl,gɑbəld,-d,Reg,No,-d,4.0
1469,extinguish,extinguished,ɪkstɪŋgwɪʃ,ɪkstɪŋgwɪʃt,-t,Reg,No,-t,7.0
1470,fizz,fizzed,fɪz,fɪzd,-d,Reg,No,-d,1.0
1471,decompose,decomposed,dikəmpoʊz,dikəmpoʊzd,-d,Reg,No,-d,1.0
1472,shrimp,shrimped,ʃrɪmp,ʃrɪmpt,-t,Reg,No,-t,1.0
1473,prospect,prospected,prɑspɛkt,prɑspɛktɪd,-ɪd,Reg,No,-ɪd,1.0
1474,lick,licked,lɪk,lɪkt,-t,Reg,Yes,-t,19.0
1475,capsize,capsized,kæpsaɪz,kæpsaɪzd,-d,Reg,No,-d,3.0
1477,froth,frothed,frɔθ,frɔθt,-t,Reg,No,-t,1.0
1478,retort,retorted,ritɔrt,ritɔrtɪd,-ɪd,Reg,No,-ɪd,12.0
1479,sag,sagged,sæg,sægd,-d,Reg,No,-d,10.0
1480,slap,slapped,slæp,slæpt,-t,Reg,No,-t,31.0
1481,dash,dashed,dæʃ,dæʃt,-t,Reg,No,-t,24.0
1482,slam,slammed,slæm,slæmd,-d,Reg,No,-d,35.0
1483,rent,rented,rɛnt,rɛntɪd,-ɪd,Reg,No,-ɪd,35.0
1484,crochet,crocheted,kroʊʃeɪ,kroʊʃeɪd,-d,Reg,No,-d,2.0
1485,sulk,sulked,sʌlk,sʌlkt,-t,Reg,No,-t,4.0
1486,anger,angered,æŋgər,æŋgərd,-d,Reg,No,-d,14.0
1487,mechanize,mechanized,mɛkənaɪz,mɛkənaɪzd,-d,Reg,No,-d,10.0
1488,breakfast,breakfasted,brɛkfəst,brɛkfəstɪd,-ɪd,Reg,No,-ɪd,2.0
1489,recover,recovered,rɪkəvər,rɪkəvərd,-d,Reg,No,-d,74.0
1490,pry,pried,praɪ,praɪd,-d,Reg,No,-d,3.0
1491,perplex,perplexed,pərplɛks,pərplɛkst,-t,Reg,No,-t,3.0
1492,squat,squatted,skwɑt,skwɑtɪd,-ɪd,Reg,No,-ɪd,16.0
1494,knead,kneaded,nid,nidɪd,-ɪd,Reg,No,-ɪd,2.0
1495,incise,incised,ɪnsaɪz,ɪnsaɪzd,-d,Reg,No,-d,2.0
1496,isolate,isolated,aɪsəleɪt,aɪsəleɪtɪd,-ɪd,Reg,No,-ɪd,19.0
1497,acclimatize,acclimatized,əklaɪmətaɪz,əklaɪmətaɪzd,-d,Reg,No,-d,2.0
1498,perforate,perforated,pərfəreɪt,pərfəreɪtɪd,-ɪd,Reg,No,-ɪd,3.0
1499,note,noted,noʊt,noʊtɪd,-ɪd,Reg,No,-ɪd,122.0
1500,unlearn,unlearned,ələrn,ələrnd,-d,Reg,No,-d,1.0
1501,evoke,evoked,ɪvoʊk,ɪvoʊkt,-t,Reg,No,-t,12.0
1502,take,took,teɪk,tʊk,eɪ-ʊ,Irreg,Yes,vowel change,2127.0
1503,fracture,fractured,frækʧər,frækʧərd,-d,Reg,No,-d,8.0
1504,destroy,destroyed,dɪstrɔɪ,dɪstrɔɪd,-d,Reg,No,-d,158.0
1505,coincide,coincided,koʊɪnsaɪd,koʊɪnsaɪdɪd,-ɪd,Reg,No,-ɪd,15.0
1506,wonder,wondered,wəndər,wəndərd,-d,Reg,Yes,-d,250.0
1507,blunt,blunted,blʌnt,blʌntɪd,-ɪd,Reg,No,-ɪd,5.0
1508,channel,channelled,ʧænəl,ʧænəld,-d,Reg,No,-d,10.0
1509,wrench,wrenched,rɛnʧ,rɛnʧt,-t,Reg,No,-t,13.0
1510,urge,urged,ərʤ,ərʤd,-d,Reg,No,-d,72.0
1511,begin,began,bɪgɪn,bɪgæn,ɪ-æ,Irreg,Yes,vowel change,1598.0
1512,tally,tallied,tæli,tælid,-d,Reg,No,-d,2.0
1513,prick,pricked,prɪk,prɪkt,-t,Reg,No,-t,9.0
1514,trace,traced,treɪs,treɪst,-t,Reg,No,-t,37.0
1515,busy,busied,bɪzi,bɪzid,-d,Reg,No,-d,5.0
1516,track,tracked,træk,trækt,-t,Reg,No,-t,7.0
1517,price,priced,praɪs,praɪst,-t,Reg,No,-t,10.0
1518,evaporate,evaporated,ɪvæpəreɪt,ɪvæpəreɪtɪd,-ɪd,Reg,No,-ɪd,20.0
1519,assault,assaulted,əsɔlt,əsɔltɪd,-ɪd,Reg,No,-ɪd,11.0
1520,substantiate,substantiated,səbstænʧieɪt,səbstænʧieɪtɪd,-ɪd,Reg,No,-ɪd,2.0
1521,billow,billowed,bɪloʊ,bɪloʊd,-d,Reg,No,-d,4.0
1523,allege,alleged,əlɛʤ,əlɛʤd,-d,Reg,No,-d,55.0
1524,ford,forded,fɔrd,fɔrdɪd,-ɪd,Reg,No,-ɪd,1.0
1525,saunter,sauntered,sɔntər,sɔntərd,-d,Reg,No,-d,10.0
1526,annul,annulled,ænəl,ænəld,-d,Reg,No,-d,1.0
1527,enamel,enamelled,ɪnæməl,ɪnæməld,-d,Reg,No,-d,6.0
1528,cajole,cajoled,kəʤoʊl,kəʤoʊld,-d,Reg,No,-d,3.0
1529,average,averaged,ævərɪʤ,ævərɪʤd,-d,Reg,No,-d,8.0
1530,adopt,adopted,ədɑpt,ədɑptɪd,-ɪd,Reg,No,-ɪd,111.0
1531,steady,steadied,stɛdi,stɛdid,-d,Reg,No,-d,5.0
1532,drive,drove,draɪv,droʊv,aɪ-oʊ,Irreg,No,vowel change,279.0
1533,wing,winged,wɪŋ,wɪŋd,-d,Reg,No,-d,1.0
1534,squint,squinted,skwɪnt,skwɪntɪd,-ɪd,Reg,No,-ɪd,11.0
1535,readjust,readjusted,riəʤəst,riəʤəstɪd,-ɪd,Reg,No,-ɪd,1.0
1536,crank,cranked,kræŋk,kræŋkt,-t,Reg,No,-t,2.0
1537,salt,salted,sɔlt,sɔltɪd,-ɪd,Reg,No,-ɪd,11.0
1538,incite,incited,ɪnsaɪt,ɪnsaɪtɪd,-ɪd,Reg,No,-ɪd,2.0
1539,shop,shopped,ʃɑp,ʃɑpt,-t,Reg,No,-t,4.0
1540,perch,perched,pərʧ,pərʧt,-t,Reg,No,-t,32.0
1541,forage,foraged,fɔrɪʤ,fɔrɪʤd,-d,Reg,No,-d,1.0
1542,show,showed,ʃoʊ,ʃoʊd,-d,Reg,Yes,-d,369.0
1543,cheat,cheated,ʧit,ʧitɪd,-ɪd,Reg,No,-ɪd,19.0
1544,infuriate,infuriated,ɪnfjʊrieɪt,ɪnfjʊrieɪtɪd,-ɪd,Reg,No,-ɪd,6.0
1545,sputter,sputtered,spʌtər,spʌtərd,-d,Reg,No,-d,2.0
1546,mince,minced,mɪns,mɪnst,-t,Reg,No,-t,7.0
1547,merit,merited,mɛrət,mɛrətɪd,-ɪd,Reg,No,-ɪd,5.0
1548,elevate,elevated,ɛləveɪt,ɛləveɪtɪd,-ɪd,Reg,No,-ɪd,12.0
1549,shoe,shoed,ʃu,ʃud,-d,Reg,No,-d,1.0
1550,hack,hacked,hæk,hækt,-t,Reg,No,-t,8.0
1551,corner,cornered,kɔrnər,kɔrnərd,-d,Reg,No,-d,9.0
1552,label,labelled,leɪbəl,leɪbəld,-d,Reg,No,-d,38.0
1553,boggle,boggled,bɑgəl,bɑgəld,-d,Reg,No,-d,1.0
1554,crane,craned,kreɪn,kreɪnd,-d,Reg,No,-d,3.0
1555,depopulate,depopulated,dipɑpjəleɪt,dipɑpjəleɪtɪd,-ɪd,Reg,No,-ɪd,2.0
1556,trot,trotted,trɑt,trɑtɪd,-ɪd,Reg,No,-ɪd,21.0
1557,glue,glued,glu,glud,-d,Reg,Yes,-d,8.0
1558,recollect,recollected,rɛkəlɛkt,rɛkəlɛktɪd,-ɪd,Reg,No,-ɪd,2.0
1559,plunder,plundered,plʌndər,plʌndərd,-d,Reg,No,-d,3.0
1560,slow,slowed,sloʊ,sloʊd,-d,Reg,No,-d,34.0
1561,slop,slopped,slɑp,slɑpt,-t,Reg,No,-t,3.0
1562,dice,diced,daɪs,daɪst,-t,Reg,No,-t,2.0
1563,transact,transacted,trænzækt,trænzæktɪd,-ɪd,Reg,No,-ɪd,1.0
1564,treasure,treasured,trɛʒər,trɛʒərd,-d,Reg,No,-d,8.0
1565,industrialize,industrialized,ɪndəstriəlaɪz,ɪndəstriəlaɪzd,-d,Reg,No,-d,29.0
1566,jolt,jolted,ʤoʊlt,ʤoʊltɪd,-ɪd,Reg,No,-ɪd,7.0
1567,shimmer,shimmered,ʃɪmər,ʃɪmərd,-d,Reg,No,-d,5.0
1568,harangue,harangued,həræŋ,həræŋd,-d,Reg,No,-d,2.0
1569,gulp,gulped,gʌlp,gʌlpt,-t,Reg,No,-t,9.0
1570,manoeuvre,manoeuvred,mənuvər,mənuvərd,-d,Reg,No,-d,6.0
1571,black,blacked,blæk,blækt,-t,Reg,No,-t,2.0
1572,consent,consented,kənsɛnt,kənsɛntɪd,-ɪd,Reg,No,-ɪd,7.0
1573,outrage,outraged,aʊtreɪʤ,aʊtreɪʤd,-d,Reg,No,-d,24.0
1574,stain,stained,steɪn,steɪnd,-d,Reg,Yes,-d,34.0
1575,shrill,shrilled,ʃrɪl,ʃrɪld,-d,Reg,No,-d,3.0
1576,lapse,lapsed,læps,læpst,-t,Reg,No,-t,8.0
1577,dispute,disputed,dɪspjut,dɪspjutɪd,-ɪd,Reg,No,-ɪd,13.0
1578,maraud,marauded,mərɔd,mərɔdɪd,-ɪd,Reg,No,-ɪd,1.0
1579,clank,clanked,klæŋk,klæŋkt,-t,Reg,No,-t,1.0
1580,ensnare,ensnared,ɪnsnɛr,ɪnsnɛrd,-d,Reg,No,-d,1.0
1581,get,got,gɛt,gɑt,ɛ-ɑ,Irreg,Yes,vowel change,3080.0
1582,lighten,lightened,laɪtən,laɪtənd,-d,Reg,No,-d,5.0
1583,legitimize,legitimized,lɪʤɪtəmaɪz,lɪʤɪtəmaɪzd,-d,Reg,No,-d,2.0
1584,duel,duelled,duəl,duəld,-d,Reg,No,-d,1.0
1585,clang,clanged,klæŋ,klæŋd,-d,Reg,No,-d,5.0
1586,festoon,festooned,fɛstun,fɛstund,-d,Reg,No,-d,5.0
1587,tailor,tailored,teɪlər,teɪlərd,-d,Reg,No,-d,12.0
1588,destine,destined,dɛstɪn,dɛstɪnd,-d,Reg,No,-d,6.0
1589,dye,dyed,daɪ,daɪd,-d,Reg,No,-d,15.0
1590,hedge,hedged,hɛʤ,hɛʤd,-d,Reg,No,-d,4.0
1591,torpedo,torpedoed,tɔrpidoʊ,tɔrpidoʊd,-d,Reg,No,-d,4.0
1592,celebrate,celebrated,sɛləbreɪt,sɛləbreɪtɪd,-ɪd,Reg,No,-ɪd,24.0
1593,disinherit,disinherited,dɪsɪnhɛrət,dɪsɪnhɛrətɪd,-ɪd,Reg,No,-ɪd,3.0
1594,prime,primed,praɪm,praɪmd,-d,Reg,No,-d,4.0
1595,reveal,revealed,rɪvil,rɪvild,-d,Reg,No,-d,135.0
1597,deprecate,deprecated,dɛprəkeɪt,dɛprəkeɪtɪd,-ɪd,Reg,No,-ɪd,1.0
1598,assimilate,assimilated,əsɪməleɪt,əsɪməleɪtɪd,-ɪd,Reg,No,-ɪd,11.0
1599,obliterate,obliterated,əblɪtəreɪt,əblɪtəreɪtɪd,-ɪd,Reg,No,-ɪd,9.0
1600,abrogate,abrogated,æbrəgeɪt,æbrəgeɪtɪd,-ɪd,Reg,No,-ɪd,1.0
1601,borrow,borrowed,bɑroʊ,bɑroʊd,-d,Reg,No,-d,46.0
1602,yield,yielded,jild,jildɪd,-ɪd,Reg,No,-ɪd,15.0
1603,paper,papered,peɪpər,peɪpərd,-d,Reg,No,-d,4.0
1604,uncover,uncovered,ənkəvər,ənkəvərd,-d,Reg,No,-d,15.0
1605,disparage,disparaged,dɪspɛrɪʤ,dɪspɛrɪʤd,-d,Reg,No,-d,1.0
1606,deride,derided,dɪraɪd,dɪraɪdɪd,-ɪd,Reg,No,-ɪd,3.0
1607,picnic,picnicked,pɪknɪk,pɪknɪkt,-t,Reg,No,-t,1.0
1608,zigzag,zigzagged,zɪgzæg,zɪgzægd,-d,Reg,No,-d,2.0
1609,sear,seared,sɪr,sɪrd,-d,Reg,No,-d,2.0
1610,whitewash,whitewashed,waɪtwɑʃ,waɪtwɑʃt,-t,Reg,No,-t,9.0
1611,fixate,fixated,fɪkseɪt,fɪkseɪtɪd,-ɪd,Reg,No,-ɪd,2.0
1612,seat,seated,sit,sitɪd,-ɪd,Reg,No,-ɪd,63.0
1613,adjudge,adjudged,əʤʌʤ,əʤʌʤd,-d,Reg,No,-d,3.0
1614,seam,seamed,sim,simd,-d,Reg,No,-d,4.0
1615,seal,sealed,sil,sild,-d,Reg,No,-d,49.0
1616,cant,canted,kænt,kæntɪd,-ɪd,Reg,No,-ɪd,2.0
1617,strand,stranded,strænd,strændɪd,-ɪd,Reg,No,-ɪd,1.0
1618,westernize,westernized,wɛstərnaɪz,wɛstərnaɪzd,-d,Reg,No,-d,6.0
1619,sport,sported,spɔrt,spɔrtɪd,-ɪd,Reg,No,-ɪd,5.0
1620,concern,concerned,kənsərn,kənsərnd,-d,Reg,No,-d,10.0
1621,invigorate,invigorated,ɪnvɪgəreɪt,ɪnvɪgəreɪtɪd,-ɪd,Reg,No,-ɪd,1.0
1622,detect,detected,dɪtɛkt,dɪtɛktɪd,-ɪd,Reg,No,-ɪd,35.0
1623,mortgage,mortgaged,mɔrgɪʤ,mɔrgɪʤd,-d,Reg,No,-d,5.0
1624,limber,limbered,lɪmbər,lɪmbərd,-d,Reg,No,-d,1.0
1625,review,reviewed,rivju,rivjud,-d,Reg,No,-d,23.0
1626,glaze,glazed,gleɪz,gleɪzd,-d,Reg,No,-d,16.0
1628,pump,pumped,pʌmp,pʌmpt,-t,Reg,No,-t,22.0
1629,hiss,hissed,hɪs,hɪst,-t,Reg,No,-t,15.0
1630,import,imported,ɪmpɔrt,ɪmpɔrtɪd,-ɪd,Reg,No,-ɪd,48.0
1631,forsake,forsook,fɔrseɪk,fɔrsʊk,eɪ-ʊ,Irreg,No,vowel change,2.0
1632,orchestrate,orchestrated,ɔrkɪstreɪt,ɔrkɪstreɪtɪd,-ɪd,Reg,No,-ɪd,6.0
1633,satiate,satiated,sæʃieɪt,sæʃieɪtd,-d,Reg,No,-d,2.0
1634,notice,noticed,noʊtɪs,noʊtɪst,-t,Reg,Yes,-t,297.0
1635,cross-examine,cross-examined,krɔsɪgzæmɪn,krɔsɪgzæmɪnd,-d,Reg,No,-d,1.0
1636,slate,slated,sleɪt,sleɪtɪd,-ɪd,Reg,No,-ɪd,2.0
1637,transpose,transposed,trænspoʊz,trænspoʊzd,-d,Reg,No,-d,2.0
1638,screen,screened,skrin,skrind,-d,Reg,No,-d,11.0
1639,pluck,plucked,plʌk,plʌkt,-t,Reg,No,-t,17.0
1640,blame,blamed,bleɪm,bleɪmd,-d,Reg,Yes,-d,41.0
1641,countenance,countenanced,kaʊntənəns,kaʊntənənst,-t,Reg,No,-t,1.0
1642,concentrate,concentrated,kɑnsəntreɪt,kɑnsəntreɪtɪd,-ɪd,Reg,No,-ɪd,55.0
1643,spare,spared,spɛr,spɛrd,-d,Reg,No,-d,29.0
1644,broil,broiled,brɔɪl,brɔɪld,-d,Reg,No,-d,2.0
1645,spark,sparked,spɑrk,spɑrkt,-t,Reg,No,-t,7.0
1646,comb,combed,koʊm,koʊmd,-d,Reg,Yes,-d,17.0
1647,come,came,kʌm,keɪm,ʌ-eɪ,Irreg,Yes,vowel change,3127.0
1648,undermine,undermined,əndərmaɪn,əndərmaɪnd,-d,Reg,No,-d,17.0
1649,tug,tugged,tʌg,tʌgd,-d,Reg,No,-d,18.0
